id,name,brand,street,housenumber,city,postcode,lat,lon,is_duplicate
7128603055,McDonald's,McDonald's,Rua Barão de Itapetininga,26,São Paulo,01042-000,-23.54573872840956,-46.63994196968047,1
7177787341,MCDONALDS,McDonald's,,,,,-23.616215586188343,-46.71227266617271,1
7233891172,McDonald's,McDonald's,Rua Serra de Bragança,437,São Paulo,03318-000,-23.545607203556287,-46.57077827422201,1
9706142974,Mc Donalds,McDonald's,,,,,-23.62380047370632,-46.69979249058783,1
9709143833,MCDONALD'S,McDonald's,,,,,-23.60883139709033,-46.69680425868066,1
9709143862,Mc Donalds,McDonald's,,,,,-23.609861120635635,-46.6971188400332,1
9711875813,MCDONALD'S,McDonald's,,,,,-23.554332832688328,-46.65190161157164,1
9717848310,McDonald's,McDonald's,,,,,-23.5419756856549,-46.57653432162238,1
9717887173,MCDONALD'S,McDonald's,,,,,-23.538955716589744,-46.576940048257015,1
10032623950,MCDONALDS,McDonald's,,,,,-23.58566510126734,-46.72502172452697,1
10922252874,MCDONALDS,McDonald's,,,,,-23.585139134749333,-46.58103957629368,1
11603007236,MCDONALDS Sorvetes,McDonald's,Avenida Arquiteto Vilanova Artigas,132,,,-23.61304451190113,-46.50095563780094,1
11779572657,MCDONALD'S,McDonald's,,,,,-23.629877481430164,-46.71772325520855,1
11809589930,Mc Donalds,McDonald's,,,,,-23.57991676073145,-46.59365568919992,1
12732034241,MCDONALD'S,McDonald's,,,,,-23.60172785541554,-46.54835259429198,1
12849695500,MCDONALD'S,McDonald's,,,,,-23.53668740138373,-46.61834547812218,1
12911126272,MCDONALDS,McDonald's,,,,,-23.522019347689664,-46.62439532840755,1
12950445773,MCDONALD'S,McDonald's,,,,,-23.678431146547933,-46.69884860953668,1
12950445778,MCDONALD'S,McDonald's,,,,,-23.572001915506323,-46.69570449383048,1
12986820698,Mc Donalds,McDonald's,,,,,-23.479191908535498,-46.610222917621904,1
13141297304,Mc Donalds,McDonald's,,,,,-23.51546754337106,-46.67531726695891,1
13568554139,McDonald's,McDonald's,Ladeira Porto Geral,,São Paulo,01022-000,-23.54421353709399,-46.632867386506994,1
13633992534,Mc Donalds,McDonald's,,,,,-23.66581795102718,-46.770875507700005,1
15937762,MCDONALDS,McDonald's,Avenida Águia de Haia,3582,São Paulo,,-23.5146312810199,-46.47629468909298,1
17093983,MCDONALD'S,McDonald's,Avenida Mutinga,,São Paulo,,-23.486401898002224,-46.7387825333958,1
17767373,MCDONALD'S,McDonald's,Rua Maria Amália Lopes Azevedo,1138,São Paulo,,-23.45839666592922,-46.61498944324852,1
34379305,Mc Donalds,McDonald's,Avenida Vital Brasil,1256,São Paulo,05503-000,-23.569329756468584,-46.71492908084012,1
125998728,MCDONALD'S,McDonald's,,,,,-23.60250054955816,-46.64993750774244,1
183798231,MCDONALDS,McDonald's,,,,,-23.58324694591976,-46.63817527077545,1
184097428,McDonald's,McDonald's,Avenida do Cursino,,São Paulo,,-23.62266226319263,-46.62108648815128,1
185807013,McDonald's,McDonald's,Rua Catulo da Paixão Cearense,717,São Paulo,,-23.614411700363583,-46.627674579951055,1
244246052,McDonald's,McDonald's,Avenida Professor Luiz Ignácio Anhaia Mello,2230,São Paulo,03154-100,-23.58357768235134,-46.57253141486292,1
349199082,McDonald's,McDonald's,Avenida Nazaré,1664,São Paulo,04262-200,-23.599051454704007,-46.610049672320265,1
372057023,MCDONALD'S,McDonald's,Avenida Presidente Castelo Branco,,,,-23.523987446898506,-46.60656136715113,1
375788676,MCDONALD'S,McDonald's,Avenida Doutor Gastão Vidigal,,São Paulo,,-23.534945837205708,-46.733277252777725,1
377208356,MCDONALD'S,McDonald's,Avenida Moreira Guimarães,827,São Paulo,,-23.613947318948604,-46.65825286193609,1
377530841,McDonald's,McDonald's,Avenida Luís Stamatis,129,São Paulo,02260-000,-23.467785328615584,-46.58411654460751,1
377622390,McDonald's,McDonald's,,,,,-23.6554455739272,-46.6912189673784,1
377996374,McDonald's,McDonald's,Avenida Aricanduva,,São Paulo,,-23.56220036652105,-46.51044530611849,1
378471060,MCDONALD'S,McDonald's,Avenida Doutor Ricardo Jafet,,,,-23.585274419076967,-46.61711875476184,1
381602136,MCDONALD'S,McDonald's,Praça Panamericana,,,,-23.55300785497729,-46.70718961864044,1
406706669,Mc Donalds,McDonald's,Avenida Paulista,1811,São Paulo,01311-200,-23.56077599038909,-46.65809927878247,1
428749183,Mc Donalds,McDonald's,Rua Domingos de Morais,1954,São Paulo,04036-000,-23.593015826726838,-46.636569110303576,1
429906443,Mc Donalds,McDonald's,Avenida Engenheiro Armando de Arruda Pereira,1065,São Paulo,,-23.636855014547745,-46.64037006392864,1
431413727,MCDONALDS,McDonald's,Avenida da Liberdade,774,São Paulo,01502-001,-23.55888553567169,-46.63765259626576,1
431464242,MCDONALDS,McDonald's,Avenida da Aclimação,879,São Paulo,,-23.57324201128523,-46.63093393563209,1
451759431,McDonald's,McDonald's,Rua Maria Cândida,,São Paulo,02071-013,-23.508085689091704,-46.59944350205036,1
463064393,MCDONALD'S,McDonald's,Avenida Condessa Elisabeth de Robiano,,,,-23.51392816991308,-46.55538461910378,1
466018976,MCDONALDS,McDonald's,Avenida Paes de Barros,2880,São Paulo,03149-000,-23.57642948543577,-46.58747355393903,1
466030614,Mc Donalds,McDonald's,Avenida Alcântara Machado,,,,-23.55007357371685,-46.60462109819366,1
466030618,Sorvete Mc Donalds,McDonald's,,,,,-23.550043728667298,-46.60537743913663,1
473171556,Mc Donalds,McDonald's,,,,,-23.494088847732137,-46.41434871839486,1
485377612,Mc Donalds,McDonald's,,,,,-23.63229078094249,-46.6919314583377,1
490183403,MCDONALD'S,McDonald's,Avenida Jaguaré,100,São Paulo,05346-000,-23.557630825084665,-46.74521687771071,1
500971984,MCDONALDS,McDonald's,Avenida Giovanni Gronchi,4266,,,-23.616811399467323,-46.73235499125522,1
509709633,MCDONALDS,McDonald's,Avenida Maria Luiza Americano,42,São Paulo,08275-001,-23.579002864047386,-46.48147536415321,1
520081863,MCDONALDS,McDonald's,Rua Cerro Corá,973,São Paulo,,-23.53932442777959,-46.705875724553565,1
520830534,MCDONALD'S,McDonald's,Avenida Marquês de São Vicente,319,São Paulo,01139-001,-23.52299935459011,-46.6628489700377,1
520834260,MCDONALD'S,McDonald's,,,,,-23.526389487728267,-46.68191977988861,1
521398695,Livraria da Vila,McDonald's,Avenida Moema,493,São Paulo,04077-022,-23.606394422688773,-46.65660418158043,1
521412312,MCDONALD'S,McDonald's,,,,,-23.575895856978565,-46.65735146206581,1
527216791,Mc Donalds,McDonald's,,,,,-23.652464325363752,-46.65817738284566,1
527217624,MCDONALDS,McDonald's,Avenida Conde de Frontin,2200,São Paulo,,-23.532722039227504,-46.5356330087458,1
531288642,MCDONALD'S,McDonald's,,,,,-23.478463084894614,-46.67270553970006,1
543839755,MCDONALD'S,McDonald's,Avenida Imirim,3069,São Paulo,,-23.480634495449348,-46.6566071333756,1
580895426,MCDONALD'S,McDonald's,Avenida Sapopemba,8671,São Paulo,03989-000,-23.5982927259507,-46.51707940423022,1
615957965,Mc Donalds,McDonald's,,,,,-23.408978206112376,-46.58022323336363,1
618148590,MCDONALDS,McDonald's,,,,,-23.504328316682425,-46.63900597596051,1
618440554,MCDONALDS,McDonald's,Rua Professor Valério Giuli,104,São Paulo,02416-000,-23.482275558946583,-46.631968659574255,1
619055861,MCDONALD'S,McDonald's,Avenida Senador Teotônio Vilela,3347,São Paulo,04801-010,-23.730608201532284,-46.69804912422745,1
619988208,MCDONALDS,McDonald's,,,,,-23.666492095515792,-46.77095219344298,1
621026783,Mc Donalds,McDonald's,Avenida Júlio Buono,,,,-23.479099423151,-46.58397792149234,1
714038136,McDonald's,McDonald's,,,,,-23.50154984625996,-46.6151062861908,1
715131205,MCDONALD'S,McDonald's,Rua Serra de Bragança,381,São Paulo,03318-000,-23.54574663754441,-46.57104257961798,1
727276294,Mc Donalds,McDonald's,Avenida Eliseu de Almeida,,,,-23.588701522155084,-46.73320042384111,1
732209894,Mc Donalds,McDonald's,Rua Funchal,500,São Paulo,04551-060,-23.594876924021925,-46.69104938934525,1
740690254,MCDONALDS,McDonald's,,,,,-23.6435064141062,-46.67173980516983,1
756311929,MCDONALD'S,McDonald's,Rodovia Raposo Tavares (local),,,,-23.58753199390143,-46.79435454580672,1
762725640,Mc Donalds,McDonald's,,,,,-23.744659666589367,-46.70757497136538,1
764308008,McDonald's,McDonald's,,,,,-23.620341894816224,-46.68084146670742,1
765975918,Mc Donalds,McDonald's,,,,,-23.53945018781597,-46.471912605914255,1
882079788,Mc Donalds,McDonald's,,,,,-23.496595560211325,-46.69308167182928,1
887514350,MCDONALDS,McDonald's,Rua Voluntários da Pátria,2273,São Paulo,02011-600,-23.499936156862056,-46.62611303279542,1
897093135,Mc Donalds,McDonald's,,,,,-23.482818094634823,-46.63143035552437,1
921546899,MCDONALD'S,McDonald's,Avenida Regente Feijó,1644,São Paulo,03342-000,-23.5626282480273,-46.56215014194787,1
1013332958,McDonald's,McDonald's,Avenida Senador Teotônio Vilela,7908,São Paulo,04864-002,-23.765169605099324,-46.71667135197431,1
1030144858,McDonald's,McDonald's,,,,,-23.50160528022092,-46.61477902204207,1
1047427085,Mc Donalds,McDonald's,Rua Serra de Botucatu,2001,São Paulo,03317-001,-23.540717991052883,-46.55133156736886,1
1050645398,McDonald's,McDonald's,Avenida das Nações Unidas,22178,São Paulo,04696-005,-23.675415224071116,-46.69985786743781,1
1095473451,MCDONALDS,McDonald's,Avenida Ibirapuera,2645,São Paulo,04029-200,-23.60691734012627,-46.66474847887987,1
1095525569,MCDONALDS,McDonald's,,,,,-23.588949882254614,-46.68171438129895,1
1099889001,MCDONALDS,McDonald's,Avenida Presidente Tancredo Neves,,,,-23.609931171434216,-46.60550661076361,1
1106064811,MCDONALDS,McDonald's,Alameda dos Jurupis,1948,São Paulo,04088-006,-23.61397034635831,-46.66913185410895,1
1143713115,MCDONALDS,McDonald's,Avenida General Edgard Facó,,,,-23.499288508876223,-46.70644665338552,1
1178167135,MCDONALD'S,McDonald's,Avenida Atlântica,3771,São Paulo,,-23.695914737552947,-46.71449089815772,1
1178436298,MCDONALDS,McDonald's,Rua Vergueiro,205,São Paulo,01504-001,-23.56448257845646,-46.63889220482235,1
1180736143,Mc Donalds,McDonald's,Avenida Brigadeiro Faria Lima,1215,São Paulo,01452-002,-23.56849684190791,-46.69258151808635,1
1204235539,MCDONALDS,McDonald's,Rua Leite de Morais,107,São Paulo,02034-020,-23.50286178897246,-46.62515340009983,1
1217659220,MCDONALD'S,McDonald's,Avenida Santos Dumont,508,São Paulo,01101-000,-23.52407676534729,-46.63038832012344,1
1228944792,MCDONALDS,McDonald's,Rua Pamplona,734,São Paulo,01405-001,-23.564250647802687,-46.65477555300623,1
1240354054,MCDONALDS,McDonald's,Avenida Otaviano Alves de Lima,2888A,São Paulo,02701-000,-23.508545890158384,-46.68507832734595,1
1240786947,McDonald's,McDonald's,Avenida Otaviano Alves de Lima,4694A,São Paulo,05101-100,-23.507025597101272,-46.70343410298672,1
1268405160,MCDONALDS,McDonald's,,,,,-23.560794599471155,-46.71195480785693,1
1271065866,MCDONALDS,McDonald's,Praça da Liberdade,135,São Paulo,01503-010,-23.55441363968614,-46.635214377434174,1
1280258819,MCDONALDS,McDonald's,Rua Taquarichim,,,,-23.620537155259363,-46.60312249743046,1
1307489465,Mc Donalds,McDonald's,Avenida Angélica,1752,São Paulo,01228-200,-23.547765055512635,-46.65880767195386,1
1323882463,Mc Donalds,McDonald's,Avenida Ipiranga,764,São Paulo,01040-000,-23.54276725646456,-46.64092626901676,1
1355005743,MCDONALDS,McDonald's,Avenida Parada Pinto,1940,São Paulo,02611-001,-23.47165327122648,-46.65178425193532,1
1366064860,Mc Donalds,McDonald's,,,,,-23.59475864193412,-46.70814234498386,1
1422762843,Mc Donalds,McDonald's,,,,,-23.57692048133852,-46.70769368557315,1
1422916173,McDonald's,McDonald's,Avenida Professor Vicente Rao,1001,São Paulo,,-23.63278375532117,-46.6796147405379,1
1457577418,McDonald's,McDonald's,,,,,-23.59469501325821,-46.690449842315815,1
1459694614,Mc Donalds,McDonald's,Avenida Ermano Marchetti,457,São Paulo,05038-000,-23.51546652207374,-46.695888205456825,1
1483908892,McDonald's,McDonald's,,,,,-23.695596075736297,-46.70003958728522,1
1495765197,MCDONALD'S,McDonald's,,,,,-23.58126716526112,-46.41048814680381,1
